time_period,time_identifier,geographic_level,country_code,country_name,version,sex,disadvantage,ethnicity_minor,sen,number_of_students_potential,number_of_students_level3,number_of_students_alev,number_of_students_acad,number_of_students_agen,number_of_students_tlev,aps_per_entry_alev,aps_per_entry_grade_alev,aps_per_entry_acad,aps_per_entry_grade_acad,aps_per_entry_agen,aps_per_entry_grade_agen,aps_per_entry_tlev,aps_per_entry_grade_tlev,pc_achieving_atleast_two_substantial_lev3,pc_achieving_atleast_two_alev,pc_achieving_atleast_two_substantial_lev3_acad,entered_for_one_or_more_alev_or_applied,aps_per_entry_best3,aps_per_entry_grade_best3,pc_achieving_3_astar_to_a_alev,pc_achieving_aab_or_better_alev,entered_for_one_or_more_alev,pc_achieving_aab_or_better_atleast_two_facilitating_alev,entered_any_level3_vocational_excluding_applied_generals,pc_level3_vocational_students_entered_tech_levels,entered_any_level3_vocational_excluding_tech_levels,pc_level3_vocational_students_entered_applied_generals,number_of_students_highest_entry_was_l2,pc_level2_vocational_students_entered_technicalcertificate,number_of_students_technicalcertificate,aps_per_entry_technicalcertificate,aps_per_entry_grade_technicalcertificate
202425,Academic year,National,E92000001,England,Provisional,Male,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202324,Academic year,National,E92000001,England,Revised,Male,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202223,Academic year,National,E92000001,England,Revised,Male,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,Male,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202021,Academic year,National,E92000001,England,Final,Male,Unknown disadvantaged status,Asian or Asian British - Any other Asian background,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202425,Academic year,National,E92000001,England,Provisional,All,All,Asian or Asian British - Bangladeshi,Total No identified SEN,9280,7730,5741,5822,3000,310,33.0436,C+,33.0356,C+,30.7273,Dist-,29.8277,Merit+,93.26,85.769,84.73,4549,33.7356,C+,12.179,20.576,4549,15.52,657,47.336,3330,91.111,503,7.753,46,4.8121,L2Pass-
202324,Academic year,National,E92000001,England,Revised,All,All,Asian or Asian British - Bangladeshi,Total No identified SEN,9340,7956,6014,6087,2919,325,32.3036,C+,32.2836,C+,29.4355,Merit+,28.0307,Merit+,92.71,86.116,85.28,4751,32.9531,C+,11.387,18.67,4751,14.376,699,46.638,3279,90.302,482,8.091,63,5.4552,L2Pass+
202223,Academic year,National,E92000001,England,Revised,All,All,Asian or Asian British - Bangladeshi,Total No identified SEN,8914,7560,5740,5816,2753,353,31.9415,C+,31.99,C+,29.9378,Merit+,30.239,Dist-,94.021,86.272,85.454,4580,32.3872,C+,10.328,17.467,4580,12.489,688,51.308,3071,90.687,253,13.439,37,5.6306,L2Merit-
202122,Academic year,National,E92000001,England,Revised,All,All,Asian or Asian British - Bangladeshi,Total No identified SEN,9051,7640,5659,5722,2911,366,35.7631,B-,35.738,B-,32.1776,Dist-,30.8542,Dist-,96.387,87.613,86.893,4434,36.16,B-,16.576,26.004,4434,18.268,732,50.137,3210,90.717,118,8.475,11,5.1143,L2Pass
202021,Academic year,National,E92000001,England,Final,All,All,Asian or Asian British - Bangladeshi,Total No identified SEN,7744,6307,5205,5290,1851,234,38.7333,B,38.7297,B,33.5341,Dist,31.7654,Dist-,94.736,88.799,87.618,4282,38.6112,B,21.555,32.672,4282,23.494,1272,18.396,2811,66.418,244,9.426,28,5.7602,L2Merit-
202425,Academic year,National,E92000001,England,Provisional,Female,All,Asian or Asian British - Bangladeshi,Total No identified SEN,4783,4135,3186,3221,1585,112,33.3042,C+,33.2977,C+,31.3952,Dist-,30.2015,Dist-,94.607,85.499,84.663,2488,34.0019,C+,10.37,19.413,2488,13.424,276,40.58,1730,91.85,187,4.278,8,5.2857,L2Pass+
202324,Academic year,National,E92000001,England,Revised,Female,All,Asian or Asian British - Bangladeshi,Total No identified SEN,4756,4212,3293,3329,1545,118,32.9819,C+,32.9787,C+,30.64,Dist-,26.6073,Merit,94.255,86.76,86.032,2543,33.6256,C+,10.814,18.364,2543,12.741,298,39.933,1702,90.893,171,4.094,12,4.8571,L2Pass
202223,Academic year,National,E92000001,England,Revised,Female,All,Asian or Asian British - Bangladeshi,Total No identified SEN,4588,4054,3205,3239,1460,114,32.4361,C+,32.5123,C+,30.8594,Dist-,29.7328,Merit+,95.338,86.739,86.107,2509,32.9534,C+,9.167,16.979,2509,11.04,266,42.857,1594,91.656,73,4.11,c,c,c
202122,Academic year,National,E92000001,England,Revised,Female,All,Asian or Asian British - Bangladeshi,Total No identified SEN,4722,4188,3238,3267,1562,138,36.108,B-,36.0703,B-,33.6998,Dist,29.1635,Merit+,97.206,87.616,86.93,2497,36.4651,B-,15.098,25.07,2497,16.019,289,47.751,1685,92.7,36,8.333,4,5.8077,L2Merit-
202021,Academic year,National,E92000001,England,Final,Female,All,Asian or Asian British - Bangladeshi,Total No identified SEN,4067,3474,2925,2950,1008,98,39.4386,B,39.441,B,35.198,Dist,31.09,Dist-,95.337,88.786,88.237,2392,39.1555,B,20.318,32.776,2392,20.987,595,16.471,1449,69.634,99,6.061,7,5.75,L2Merit-
202425,Academic year,National,E92000001,England,Provisional,Male,All,Asian or Asian British - Bangladeshi,Total No identified SEN,4497,3595,2555,2601,1415,198,32.7257,C+,32.7148,C+,30.0119,Dist-,29.61,Merit+,91.711,86.106,84.814,2061,33.4142,C+,14.362,21.98,2061,18.049,381,52.231,1600,90.313,316,9.81,38,4.7153,L2Pass-
202324,Academic year,National,E92000001,England,Revised,Male,All,Asian or Asian British - Bangladeshi,Total No identified SEN,4584,3744,2721,2758,1374,207,31.5092,C,31.4663,C,28.1519,Merit+,28.8933,Merit+,90.972,85.336,84.373,2208,32.1784,C+,12.047,19.022,2208,16.259,401,51.621,1577,89.664,311,10.289,51,5.5939,L2Merit-
202223,Academic year,National,E92000001,England,Revised,Male,All,Asian or Asian British - Bangladeshi,Total No identified SEN,4326,3506,2535,2577,1293,239,31.3289,C,31.3424,C,28.9528,Merit+,30.5148,Dist-,92.499,85.68,84.633,2071,31.7013,C+,11.733,18.059,2071,14.244,422,56.635,1477,89.641,180,17.222,34,5.604,L2Merit-
202122,Academic year,National,E92000001,England,Revised,Male,All,Asian or Asian British - Bangladeshi,Total No identified SEN,4329,3452,2421,2455,1349,228,35.3127,B-,35.3052,B-,30.49,Dist-,32.0666,Dist-,95.394,87.608,86.843,1937,35.7666,B-,18.482,27.207,1937,21.167,443,51.693,1525,88.525,82,8.537,7,4.7045,L2Pass-
202021,Academic year,National,E92000001,England,Final,Male,All,Asian or Asian British - Bangladeshi,Total No identified SEN,3677,2833,2280,2340,843,136,37.8446,B-,37.8354,B-,31.6181,Dist-,32.2977,Dist-,93.999,88.816,86.838,1890,37.9224,B-,23.122,32.54,1890,26.667,677,20.089,1362,62.996,145,11.724,21,5.7632,L2Merit-
202425,Academic year,National,E92000001,England,Provisional,All,Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,3449,2696,1882,1911,1159,107,32.1649,C+,32.1461,C+,30.6947,Dist-,29.4719,Merit+,91.617,84.006,82.784,1473,32.7721,C+,10.93,18.669,1473,13.51,257,41.634,1299,89.761,248,7.661,21,4.9867,L2Pass
202324,Academic year,National,E92000001,England,Revised,All,Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,3610,2913,2075,2100,1242,141,30.9482,C,30.9376,C,29.1447,Merit+,27.0307,Merit+,91.795,83.807,82.857,1558,31.6774,C+,9.499,15.212,1558,11.617,313,45.048,1411,89.227,246,6.911,27,5.2526,L2Pass+
202223,Academic year,National,E92000001,England,Revised,All,Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,3449,2795,1996,2018,1172,144,30.7752,C,30.8054,C,30.0491,Dist-,30.416,Dist-,93.488,83.818,83.102,1514,31.3672,C,8.256,15.324,1514,10.766,263,54.753,1293,91.647,115,14.783,18,5.5238,L2Merit-
202122,Academic year,National,E92000001,England,Revised,All,Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,3667,2945,2023,2051,1266,148,34.6132,C+,34.5986,C+,32.4814,Dist-,29.2543,Merit+,95.688,85.912,84.983,1552,34.7809,C+,13.015,21.843,1552,14.111,318,46.541,1411,89.724,55,5.455,3,5.5,L2Merit-
202021,Academic year,National,E92000001,England,Final,All,Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,3196,2475,1946,1979,798,86,37.5885,B-,37.5815,B-,33.2781,Dist-,31.1347,Dist-,93.737,87.718,86.508,1596,37.358,B-,18.233,29.198,1596,19.925,548,15.693,1221,65.848,130,10.769,18,5.5224,L2Merit-
202425,Academic year,National,E92000001,England,Provisional,Female,Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,1789,1460,1056,1068,635,38,32.5476,C+,32.5447,C+,31.4922,Dist-,27.8635,Merit+,93.493,83.333,82.397,807,33.2714,C+,9.789,17.968,807,11.524,101,37.624,693,91.631,95,4.211,4,6.0357,L2Merit
202324,Academic year,National,E92000001,England,Revised,Female,Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,1878,1592,1170,1182,683,61,31.8464,C+,31.8432,C+,30.3238,Dist-,24.8286,Merit,93.279,83.162,82.318,853,32.5166,C+,10.082,15.826,853,10.668,147,41.497,763,89.646,88,4.545,8,4.2143,L1Dist+
202223,Academic year,National,E92000001,England,Revised,Female,Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,1795,1515,1142,1152,629,42,30.9789,C,31.0241,C,30.494,Dist-,28.7363,Merit+,94.983,84.326,83.767,841,31.6607,C,6.421,14.388,841,9.037,96,43.75,681,92.511,38,5.263,c,c,c
202122,Academic year,National,E92000001,England,Revised,Female,Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,1929,1636,1186,1198,678,53,35.1593,B-,35.1002,B-,33.809,Dist,26.7123,Merit+,96.516,85.582,84.725,902,35.0961,B-,11.973,20.732,902,11.308,130,40.769,745,91.007,17,11.765,2,5,L2Pass
202021,Academic year,National,E92000001,England,Final,Female,Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,1726,1409,1143,1152,438,40,38.5677,B,38.56,B,35.1834,Dist,29.5129,Merit+,94.748,87.752,87.24,932,38.1438,B-,17.704,29.399,932,17.489,276,14.493,643,68.118,55,7.273,c,c,c
202425,Academic year,National,E92000001,England,Provisional,Male,Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,1660,1236,826,843,524,69,31.687,C+,31.6475,C,29.7395,Merit+,30.4521,Dist-,89.401,84.867,83.274,666,32.1672,C+,12.312,19.52,666,15.916,156,44.231,606,87.624,153,9.804,17,4.7459,L2Pass-
202324,Academic year,National,E92000001,England,Revised,Male,Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,1732,1321,905,918,559,80,29.8373,C,29.8163,C,27.7279,Merit+,28.9138,Merit+,90.008,84.641,83.551,705,30.6619,C,8.794,14.468,705,12.766,166,48.193,648,88.735,158,8.228,19,5.6866,L2Merit-
202223,Academic year,National,E92000001,England,Revised,Male,Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,1654,1280,854,866,543,102,30.5095,C,30.5203,C,29.5611,Merit+,31.1353,Dist-,91.719,83.138,82.217,673,31.0005,C,10.55,16.493,673,12.927,167,61.078,612,90.686,77,19.481,16,5.4211,L2Pass+
202122,Academic year,National,E92000001,England,Revised,Male,Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,1738,1309,837,853,588,95,33.8555,C+,33.9085,C+,30.9975,Dist-,30.9567,Dist-,94.652,86.38,85.346,650,34.3436,C+,14.462,23.385,650,18,188,50.532,666,88.288,38,2.632,c,c,c
202021,Academic year,National,E92000001,England,Final,Male,Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,1470,1066,803,827,360,46,36.2179,B-,36.2184,B-,31.1271,Dist-,32.8293,Dist-,92.402,87.671,85.49,664,36.255,B-,18.976,28.916,664,23.343,272,16.912,578,63.322,75,13.333,13,5.5098,L2Merit-
202425,Academic year,National,E92000001,England,Provisional,All,Non-Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,5831,5034,3859,3911,1841,203,33.4656,C+,33.4621,C+,30.7485,Dist-,30.0249,Dist-,94.14,86.629,85.681,3076,34.197,C+,12.776,21.489,3076,16.482,400,51,2031,91.974,255,7.843,25,4.6667,L2Pass-
202324,Academic year,National,E92000001,England,Revised,All,Non-Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,5730,5043,3939,3987,1677,184,32.9857,C+,32.9573,C+,29.6589,Merit+,28.7345,Merit+,93.238,87.332,86.556,3193,33.5755,C+,12.308,20.357,3193,15.722,386,47.927,1868,91.113,236,9.322,36,5.6055,L2Merit-
202223,Academic year,National,E92000001,England,Revised,All,Non-Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,5465,4765,3744,3798,1581,209,32.5411,C+,32.597,C+,29.8517,Merit+,30.1167,Dist-,94.334,87.58,86.704,3066,32.8908,C+,11.35,18.526,3066,13.34,425,49.176,1778,89.989,138,12.319,19,5.7254,L2Merit-
202122,Academic year,National,E92000001,England,Revised,All,Non-Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,5384,4695,3636,3671,1645,218,36.3853,B-,36.3551,B-,31.9278,Dist-,31.9583,Dist-,96.826,88.559,87.96,2882,36.9026,B-,18.494,28.244,2882,20.507,414,52.899,1799,91.495,63,11.111,8,4.9808,L2Pass
202021,Academic year,National,E92000001,England,Final,All,Non-Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,4548,3832,3259,3311,1053,148,39.4082,B,39.4053,B,33.7501,Dist,32.1545,Dist-,95.381,89.445,88.281,2686,39.3559,B,23.529,34.736,2686,25.614,724,20.442,1590,66.855,114,7.895,10,6.2742,L2Merit+
202425,Academic year,National,E92000001,England,Provisional,Female,Non-Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,2994,2675,2130,2153,950,74,33.6731,C+,33.6639,C+,31.3264,Dist-,31.5577,Dist-,95.215,86.573,85.787,1681,34.3526,C+,10.648,20.107,1681,14.337,175,42.286,1037,91.996,92,4.348,c,c,c
202324,Academic year,National,E92000001,England,Revised,Female,Non-Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,2878,2620,2123,2147,862,57,33.5749,C+,33.5674,C+,30.9089,Dist-,28.4189,Merit+,94.847,88.742,88.076,1690,34.1854,C+,11.183,19.645,1690,13.787,151,38.411,939,91.906,83,3.614,4,6.1429,L2Merit
202223,Academic year,National,E92000001,England,Revised,Female,Non-Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,2793,2539,2063,2087,831,72,33.2116,C+,33.3008,C+,31.1487,Dist-,30.2632,Dist-,95.549,88.076,87.398,1668,33.6051,C+,10.552,18.285,1668,12.05,170,42.353,913,91.019,35,2.857,c,c,c
202122,Academic year,National,E92000001,England,Revised,Female,Non-Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,2793,2552,2052,2069,884,85,36.6424,B-,36.6151,B-,33.6094,Dist,30.7449,Dist-,97.649,88.791,88.207,1595,37.2393,B-,16.865,27.524,1595,18.683,159,53.459,940,94.043,19,5.263,c,c,c
202021,Academic year,National,E92000001,England,Final,Female,Non-Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,2341,2065,1782,1798,570,58,39.9907,B,39.9975,B,35.21,Dist,32.3409,Dist-,95.738,89.45,88.877,1460,39.8014,B,21.986,34.932,1460,23.219,319,18.182,806,70.844,44,4.545,2,6.25,L2Merit+
202425,Academic year,National,E92000001,England,Provisional,Male,Non-Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,2837,2359,1729,1758,891,129,33.2153,C+,33.2176,C+,30.1726,Dist-,29.1553,Merit+,92.921,86.698,85.552,1395,34.0096,C+,15.341,23.154,1395,19.068,225,57.778,994,91.952,163,9.816,21,4.6908,L2Pass-
202324,Academic year,National,E92000001,England,Revised,Male,Non-Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,2852,2423,1816,1840,815,127,32.314,C+,32.2581,C+,28.4437,Merit+,28.882,Merit+,91.498,85.683,84.783,1503,32.8898,C+,13.573,21.158,1503,17.898,235,54.043,929,90.312,153,12.418,32,5.5395,L2Merit-
202223,Academic year,National,E92000001,England,Revised,Male,Non-Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,2672,2226,1681,1711,750,137,31.7321,C+,31.7462,C+,28.4927,Merit+,30.0233,Dist-,92.947,86.972,85.856,1398,32.0386,C+,12.303,18.813,1398,14.878,255,53.725,865,88.902,103,15.534,18,5.7574,L2Merit-
202122,Academic year,National,E92000001,England,Revised,Male,Non-Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,2591,2143,1584,1602,761,133,36.0603,B-,36.0263,B-,30.076,Dist-,32.87,Dist-,95.847,88.258,87.64,1287,36.4854,B-,20.513,29.138,1287,22.766,255,52.549,859,88.708,44,13.636,6,4.4211,L1Dist+
202021,Academic year,National,E92000001,England,Final,Male,Non-Disadvantaged,Asian or Asian British - Bangladeshi,Total No identified SEN,2207,1767,1477,1513,483,90,38.7179,B,38.7039,B,32.0405,Dist-,32.0315,Dist-,94.963,89.438,87.574,1226,38.8254,B,25.367,34.502,1226,28.467,405,22.222,784,62.755,70,10,8,6.28,L2Merit+
202425,Academic year,National,E92000001,England,Provisional,All,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202324,Academic year,National,E92000001,England,Revised,All,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202223,Academic year,National,E92000001,England,Revised,All,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,All,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202021,Academic year,National,E92000001,England,Final,All,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202425,Academic year,National,E92000001,England,Provisional,Female,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202324,Academic year,National,E92000001,England,Revised,Female,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202223,Academic year,National,E92000001,England,Revised,Female,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,Female,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202021,Academic year,National,E92000001,England,Final,Female,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202425,Academic year,National,E92000001,England,Provisional,Male,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202324,Academic year,National,E92000001,England,Revised,Male,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202223,Academic year,National,E92000001,England,Revised,Male,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,Male,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202021,Academic year,National,E92000001,England,Final,Male,Unknown disadvantaged status,Asian or Asian British - Bangladeshi,Total No identified SEN,0,0,0,0,0,0,0,z,0,z,0,z,0,z,0,0,0,0,0,z,0,0,0,0,0,0,0,0,0,0,0,0,z
202425,Academic year,National,E92000001,England,Provisional,All,All,Asian or Asian British - Chinese,Total No identified SEN,3008,2752,2575,2614,456,39,40.9238,B,40.9309,B,32.6485,Dist-,33.8284,Dist,98.001,94.136,93.803,2279,41.4714,B,30.803,43.484,2279,38.394,171,22.807,580,79.31,78,10.256,c,c,c
202324,Academic year,National,E92000001,England,Revised,All,All,Asian or Asian British - Chinese,Total No identified SEN,2164,1982,1822,1861,297,43,40.669,B,40.6845,B,31.7983,Dist-,31.3994,Dist-,97.023,95.06,94.519,1629,41.019,B,28.852,40.147,1629,35.114,152,28.289,395,75.443,51,5.882,c,c,c
202223,Academic year,National,E92000001,England,Revised,All,All,Asian or Asian British - Chinese,Total No identified SEN,1929,1747,1613,1640,279,49,39.8399,B,39.8573,B,32.9185,Dist-,33.129,Dist-,97.424,94.916,94.695,1426,40.0912,B,27.419,38.569,1426,32.258,143,34.266,363,76.86,21,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,All,All,Asian or Asian British - Chinese,Total No identified SEN,1775,1620,1483,1522,259,43,43.6697,B+,43.6703,B+,34.2253,Dist,33.5163,Dist,98.519,94.336,93.693,1308,44.0545,B+,36.927,49.694,1308,40.902,122,35.246,330,78.485,8,12.5,c,c,c
202021,Academic year,National,E92000001,England,Final,All,All,Asian or Asian British - Chinese,Total No identified SEN,1715,1574,1454,1489,227,43,45.9411,A-,45.977,A-,34.3979,Dist,37.7869,Dist+,96.887,94.704,94.023,1298,45.9502,A-,43.22,57.011,1298,49.384,192,22.396,367,63.488,20,15,4,6.875,L2Dist
202425,Academic year,National,E92000001,England,Provisional,Female,All,Asian or Asian British - Chinese,Total No identified SEN,1512,1394,1320,1333,223,c,41.0291,B,41.0491,B,32.471,Dist-,c,c,97.991,94.773,94.524,1177,41.535,B,29.652,42.651,1177,35.259,82,13.415,289,77.509,33,6.061,c,c,c
202324,Academic year,National,E92000001,England,Revised,Female,All,Asian or Asian British - Chinese,Total No identified SEN,1108,1015,943,962,156,19,41.328,B,41.3247,B,33.2513,Dist-,28.7574,Merit+,96.946,95.016,94.283,831,41.5884,B,30.205,42.96,831,35.138,83,22.892,215,73.023,21,4.762,c,c,c
202223,Academic year,National,E92000001,England,Revised,Female,All,Asian or Asian British - Chinese,Total No identified SEN,995,915,853,870,141,13,39.6295,B,39.6758,B,32.6559,Dist-,32.6563,Dist-,97.486,95.428,95.287,756,39.8854,B,24.206,36.64,756,27.249,66,19.697,185,76.216,c,c,0,0,z
202122,Academic year,National,E92000001,England,Revised,Female,All,Asian or Asian British - Chinese,Total No identified SEN,930,854,794,817,122,16,43.69,B+,43.7356,B+,35.7574,Dist,33.9167,Dist,98.946,94.584,94.125,706,43.8857,B+,33.711,48.159,706,37.819,61,26.23,163,74.847,4,0,c,c,c
202021,Academic year,National,E92000001,England,Final,Female,All,Asian or Asian British - Chinese,Total No identified SEN,881,815,764,778,121,12,46.0681,A-,46.119,A-,36.0443,Dist,34.0244,Dist,97.423,94.764,94.344,680,46.1716,A-,42.5,58.529,680,47.059,82,14.634,182,67.033,11,18.182,c,c,c
202425,Academic year,National,E92000001,England,Provisional,Male,All,Asian or Asian British - Chinese,Total No identified SEN,1496,1358,1255,1281,233,28,40.814,B,40.8083,B,32.8088,Dist-,33.7983,Dist,98.012,93.466,93.052,1102,41.4035,B,32.033,44.374,1102,41.742,89,31.461,291,81.1,45,13.333,c,c,c
202324,Academic year,National,E92000001,England,Revised,Male,All,Asian or Asian British - Chinese,Total No identified SEN,1056,967,879,899,141,24,39.98,B,40.0168,B,30.3526,Dist-,33.9655,Dist,97.104,95.108,94.772,798,40.4261,B,27.444,37.218,798,35.088,69,34.783,180,78.333,c,c,c,c,c
202223,Academic year,National,E92000001,England,Revised,Male,All,Asian or Asian British - Chinese,Total No identified SEN,934,832,760,770,138,36,40.066,B,40.0571,B,33.1699,Dist-,33.252,Dist-,97.356,94.342,94.026,670,40.3234,B,31.045,40.746,670,37.91,77,46.753,178,77.528,12,0,0,0,z
202122,Academic year,National,E92000001,England,Revised,Male,All,Asian or Asian British - Chinese,Total No identified SEN,845,766,689,705,137,27,43.6469,B+,43.5952,B+,33.0221,Dist-,33.2949,Dist-,98.042,94.049,93.191,602,44.2525,B+,40.698,51.495,602,44.518,61,44.262,167,82.036,c,c,c,c,c
202021,Academic year,National,E92000001,England,Final,Male,All,Asian or Asian British - Chinese,Total No identified SEN,834,759,690,711,106,31,45.8051,A-,45.8262,A-,32.6584,Dist-,39.1704,Dist+,96.311,94.638,93.671,618,45.7066,A-,44.013,55.34,618,51.942,110,28.182,185,60,9,11.111,c,c,c
202425,Academic year,National,E92000001,England,Provisional,All,Disadvantaged,Asian or Asian British - Chinese,Total No identified SEN,256,223,192,196,53,c,37.308,B-,37.2348,B-,31.8354,Dist-,c,c,97.309,93.229,91.837,166,37.9317,B-,18.675,28.313,166,24.699,25,24,71,76.056,9,0,c,c,c
202324,Academic year,National,E92000001,England,Revised,All,Disadvantaged,Asian or Asian British - Chinese,Total No identified SEN,246,221,190,197,38,c,35.7259,B-,35.5263,B-,28.5586,Merit+,c,c,93.213,93.158,91.878,173,34.9904,C+,15.607,24.855,173,21.965,25,36,53,71.698,c,c,c,c,c
202223,Academic year,National,E92000001,England,Revised,All,Disadvantaged,Asian or Asian British - Chinese,Total No identified SEN,234,205,181,185,51,10,37.7413,B-,37.6843,B-,36.6686,Dist,39.4444,Dist+,93.659,89.503,88.649,149,37.4497,B-,21.477,36.242,149,30.201,23,43.478,63,80.952,c,c,0,0,z
202122,Academic year,National,E92000001,England,Revised,All,Disadvantaged,Asian or Asian British - Chinese,Total No identified SEN,233,200,177,180,37,6,40.4532,B,40.4277,B,37.1651,Dist+,40.4,Dist+,99,93.785,92.778,156,40.4701,B,27.564,37.821,156,26.282,17,35.294,48,77.083,c,c,c,c,c
